"employee_key";"employee_id";"age";"gender";"department";"job_role";"job_level";"monthly_income";"attrition"
377;100400;31;"M";"Research & Development";"Laboratory Technician";1;2218.0;"No"
378;100401;39;"male";"Research & Development";"Manager";5;19197.0;"No"
379;100402;56;"FEMALE";"Sales";"Sales Executive";4;13212.0;"No"
380;100403;30;"f";"Sales";"Sales Executive";2;6577.0;"No"
381;100404;41;"M";"Sales";"Sales Executive";3;8392.0;"No"
382;100405;28;"male";"Research & Development";"Laboratory Technician";2;4558.0;"No"
383;100407;52;"Male";"Research & Development";"Manufacturing Director";3;7969.0;"No"
384;100408;45;"male";"Research & Development";"Research Scientist";1;2654.0;"No"
385;100409;52;"f";"Research & Development";"Manager";4;16555.0;"No"
386;100410;42;"FEMALE";"Research & Development";"Research Scientist";2;4556.0;"No"
387;100411;30;"Female";"Research & Development";"Manufacturing Director";2;6091.0;"No"
388;100412;60;"FEMALE";"Research & Development";"Manager";5;19566.0;"No"
389;100413;46;"FEMALE";"Research & Development";"Manufacturing Director";2;4810.0;"No"
390;100414;42;"FEMALE";"Research & Development";"Healthcare Representative";2;4523.0;"No"
391;100415;24;"FEMALE";"Sales";"Sales Representative";1;3202.0;"Yes"
392;100416;34;"Female";"Sales";"Sales Representative";1;2351.0;"Yes"
393;100417;38;"male";"Research & Development";"Laboratory Technician";1;1702.0;"No"
394;100418;40;"FEMALE";"Sales";"Manager";5;18041.0;"No"
395;100419;26;"f";"Research & Development";"Research Scientist";1;2886.0;"No"
396;100420;30;"male";"Research & Development";"Laboratory Technician";1;2097.0;"No"
397;100421;29;"M";"Research & Development";"Research Director";3;11935.0;"No"
398;100423;19;"Male";"Human Resources";"Human Resources";1;2564.0;"Yes"
399;100424;30;"Female";"Sales";"Sales Executive";3;8412.0;"No"
400;100425;57;"Male";"Sales";"Manager";4;14118.0;"No"
401;100426;50;"M";"Research & Development";"Manager";4;17046.0;"No"
402;100427;30;"FEMALE";"Research & Development";"Laboratory Technician";1;2564.0;"No"
403;100428;60;"Female";"Sales";"Sales Executive";3;10266.0;"No"
404;100429;47;"FEMALE";"Research & Development";"Manufacturing Director";2;5070.0;"No"
405;100430;46;"M";"Research & Development";"Research Director";4;17861.0;"No"
406;100431;35;"M";"Research & Development";"Laboratory Technician";1;4230.0;"No"
407;100432;54;"f";"Research & Development";"Laboratory Technician";2;3780.0;"No"
408;100433;34;"Male";"Research & Development";"Research Scientist";1;2768.0;"No"
409;100434;46;"FEMALE";"Sales";"Sales Executive";3;9071.0;"No"
410;100435;31;"male";"Research & Development";"Manufacturing Director";3;10648.0;"No"
411;100436;33;"male";"Research & Development";"Manager";3;13610.0;"Yes"
412;100437;33;"M";"Research & Development";"Laboratory Technician";1;3408.0;"Yes"
413;100438;30;"Male";"Sales";"Sales Representative";1;2983.0;"No"
414;100439;35;"M";"Research & Development";"Healthcare Representative";3;7632.0;"No"
415;100440;31;"M";"Research & Development";"Healthcare Representative";3;9824.0;"Yes"
416;100441;34;"FEMALE";"Human Resources";"Human Resources";3;9950.0;"Yes"
417;100442;42;"M";"Research & Development";"Laboratory Technician";1;2093.0;"No"
418;100443;36;"male";"Sales";"Sales Executive";3;9980.0;"No"
419;100444;22;"Male";"Research & Development";"Laboratory Technician";1;3894.0;"Yes"
420;100445;48;"FEMALE";"Sales";"Sales Executive";2;4051.0;"No"
421;100446;55;"Female";"Sales";"Manager";4;16835.0;"No"
422;100447;41;"male";"Sales";"Sales Executive";2;6230.0;"No"
423;100448;35;"M";"Sales";"Sales Executive";2;4717.0;"No"
424;100449;40;"f";"Research & Development";"Manufacturing Director";4;13237.0;"No"
425;100450;39;"Female";"Research & Development";"Laboratory Technician";1;3755.0;"No"
426;100451;31;"Male";"Sales";"Sales Executive";2;6582.0;"No"
427;100452;42;"Male";"Research & Development";"Manufacturing Director";3;7406.0;"No"
428;100453;45;"male";"Sales";"Sales Executive";2;4805.0;"No"
429;100454;26;"FEMALE";"Human Resources";"Human Resources";1;2741.0;"Yes"
430;100455;29;"Male";"Research & Development";"Manufacturing Director";2;4262.0;"No"
431;100456;33;"f";"Research & Development";"Research Director";4;16184.0;"No"
432;100457;31;"male";"Sales";"Manager";3;11557.0;"No"
433;100458;18;"male";"Sales";"Sales Representative";1;1878.0;"Yes"
434;100459;40;"male";"Sales";"Sales Executive";3;10932.0;"No"
435;100460;41;"Female";"Research & Development";"Healthcare Representative";2;6811.0;"No"
436;100461;26;"Male";"Sales";"Sales Executive";2;4306.0;"No"
437;100462;35;"Female";"Sales";"Sales Executive";2;4859.0;"No"
438;100463;34;"Male";"Sales";"Sales Executive";2;5337.0;"No"
439;100464;26;"Male";"Research & Development";"Laboratory Technician";1;2340.0;"Yes"
440;100465;37;"f";"Research & Development";"Manufacturing Director";3;7491.0;"No"
441;100466;46;"f";"Research & Development";"Healthcare Representative";3;10527.0;"No"
442;100467;41;"Female";"Sales";"Manager";4;16595.0;"No"
443;100468;37;"male";"Sales";"Sales Executive";3;8834.0;"No"
444;100469;52;"Male";"Research & Development";"Research Scientist";2;5577.0;"No"
445;100470;32;"M";"Sales";"Sales Executive";2;4707.0;"Yes"
446;100471;24;"M";"Sales";"Sales Representative";1;2400.0;"No"
447;100472;38;"FEMALE";"Research & Development";"Healthcare Representative";2;9824.0;"No"
448;100474;49;"Male";"Research & Development";"Research Director";5;19502.0;"No"
449;100475;24;"male";"Research & Development";"Research Scientist";1;2725.0;"No"
450;100476;26;"Male";"Sales";"Sales Executive";2;6272.0;"No"
451;100477;24;"Male";"Research & Development";"Laboratory Technician";1;2127.0;"No"
452;100478;50;"male";"Human Resources";"Manager";5;18200.0;"No"
453;100479;25;"Male";"Sales";"Sales Representative";1;2096.0;"No"
454;100480;24;"f";"Research & Development";"Laboratory Technician";1;2886.0;"Yes"
455;100481;30;"Male";"Sales";"Sales Representative";1;2033.0;"Yes"
456;100482;34;"male";"Research & Development";"Research Scientist";1;3622.0;"No"
457;100483;31;"male";"Sales";"Sales Executive";2;4233.0;"Yes"
458;100484;35;"male";"Research & Development";"Laboratory Technician";2;3681.0;"No"
459;100485;31;"Male";"Sales";"Sales Executive";2;5460.0;"No"
460;100486;27;"FEMALE";"Research & Development";"Research Scientist";1;2187.0;"No"
461;100487;37;"male";"Sales";"Sales Executive";2;9602.0;"No"
462;100488;20;"Female";"Research & Development";"Research Scientist";1;2836.0;"No"
463;100489;42;"f";"Research & Development";"Healthcare Representative";2;4089.0;"No"
464;100490;43;"Male";"Research & Development";"Research Director";4;16627.0;"No"
465;100491;38;"FEMALE";"Research & Development";"Research Scientist";1;2619.0;"No"
466;100492;43;"male";"Research & Development";"Laboratory Technician";2;5679.0;"No"
467;100493;48;"Female";"Research & Development";"Manager";4;15402.0;"No"
468;100494;44;"f";"Human Resources";"Human Resources";2;5985.0;"No"
469;100495;34;"FEMALE";"Sales";"Sales Representative";1;2579.0;"No"
470;100496;27;"male";"Sales";"Sales Representative";1;3041.0;"Yes"
471;100497;21;"male";"Sales";"Sales Representative";1;3447.0;"No"
472;100498;44;"Male";"Research & Development";"Manager";5;19513.0;"No"
473;100499;22;"male";"Research & Development";"Research Scientist";1;2773.0;"No"
474;100500;33;"M";"Sales";"Sales Executive";2;7104.0;"No"
475;100501;32;"FEMALE";"Research & Development";"Research Scientist";2;6322.0;"No"
476;100502;30;"FEMALE";"Research & Development";"Research Scientist";1;2083.0;"No"
477;100503;53;"f";"Sales";"Sales Executive";2;8381.0;"No"
478;100504;34;"male";"Research & Development";"Research Scientist";1;2691.0;"No"
479;100505;45;"Female";"Sales";"Sales Executive";2;4286.0;"Yes"
480;100506;26;"Female";"Research & Development";"Laboratory Technician";1;2659.0;"No"
481;100507;37;"Male";"Research & Development";"Manufacturing Director";3;9434.0;"No"
482;100508;29;"f";"Sales";"Sales Executive";2;5561.0;"No"
483;100509;35;"male";"Research & Development";"Research Scientist";2;6646.0;"No"
484;100510;33;"Male";"Research & Development";"Healthcare Representative";2;7725.0;"No"
485;100511;54;"M";"Human Resources";"Human Resources";3;10725.0;"No"
486;100512;36;"male";"Research & Development";"Manufacturing Director";2;8847.0;"No"
487;100513;27;"M";"Research & Development";"Research Scientist";1;2045.0;"No"
488;100514;20;"Male";"Research & Development";"Research Scientist";1;1009.0;"Yes"
489;100515;33;"Male";"Research & Development";"Research Scientist";1;3348.0;"Yes"
490;100516;35;"Male";"Research & Development";"Laboratory Technician";1;1281.0;"No"
491;100517;23;"M";"Research & Development";"Research Scientist";1;2819.0;"No"
492;100518;25;"M";"Sales";"Sales Executive";2;4851.0;"No"
493;100519;38;"Female";"Sales";"Sales Executive";2;4028.0;"No"
494;100520;29;"M";"Research & Development";"Research Scientist";1;2720.0;"No"
495;100521;48;"Male";"Sales";"Sales Executive";2;8120.0;"No"
496;100522;27;"Female";"Sales";"Sales Executive";2;4647.0;"No"
497;100523;37;"male";"Research & Development";"Research Scientist";1;4680.0;"No"
498;100525;34;"Female";"Research & Development";"Healthcare Representative";3;8621.0;"No"
499;100526;24;"Female";"Sales";"Sales Executive";2;4577.0;"Yes"
500;100527;39;"f";"Research & Development";"Healthcare Representative";2;4553.0;"No"
501;100528;32;"male";"Sales";"Sales Executive";2;5396.0;"No"
502;100529;50;"male";"Sales";"Sales Executive";2;6796.0;"Yes"
503;100530;38;"Female";"Research & Development";"Healthcare Representative";2;7625.0;"No"
504;100531;27;"f";"Research & Development";"Manufacturing Director";3;7412.0;"No"
505;100532;32;"FEMALE";"Research & Development";"Research Director";3;11159.0;"No"
506;100533;47;"M";"Sales";"Sales Executive";2;4960.0;"No"
507;100534;40;"M";"Sales";"Sales Executive";3;10475.0;"No"
508;100535;53;"Male";"Research & Development";"Research Director";4;14814.0;"No"
509;100536;41;"male";"Human Resources";"Manager";5;19141.0;"No"
510;100537;60;"Male";"Sales";"Sales Executive";2;5405.0;"No"
511;100538;27;"male";"Research & Development";"Manufacturing Director";3;8793.0;"No"
512;100539;41;"male";"Human Resources";"Manager";5;19189.0;"No"
513;100540;50;"male";"Sales";"Sales Representative";1;3875.0;"No"
514;100541;28;"FEMALE";"Research & Development";"Research Scientist";1;2216.0;"Yes"
515;100542;36;"FEMALE";"Research & Development";"Research Director";3;11713.0;"No"
516;100543;38;"f";"Research & Development";"Manufacturing Director";3;7861.0;"No"
517;100544;44;"Male";"Research & Development";"Laboratory Technician";1;3708.0;"No"
518;100546;30;"male";"Sales";"Sales Executive";2;5304.0;"No"
519;100547;29;"Male";"Sales";"Sales Representative";1;2642.0;"No"
520;100548;42;"male";"Research & Development";"Research Scientist";1;2759.0;"Yes"
521;100549;43;"Male";"Sales";"Sales Executive";2;6804.0;"No"
522;100550;34;"f";"Research & Development";"Healthcare Representative";2;6142.0;"No"
523;100551;23;"Male";"Research & Development";"Laboratory Technician";1;2500.0;"No"
524;100552;39;"Female";"Human Resources";"Human Resources";2;6389.0;"No"
525;100553;56;"Male";"Research & Development";"Healthcare Representative";4;11103.0;"No"
526;100555;27;"Female";"Research & Development";"Healthcare Representative";2;6811.0;"No"
527;100556;29;"male";"Sales";"Sales Representative";1;2297.0;"No"
528;100557;53;"Male";"Research & Development";"Laboratory Technician";2;2450.0;"No"
529;100558;35;"Female";"Research & Development";"Healthcare Representative";2;5093.0;"No"
530;100559;32;"M";"Research & Development";"Laboratory Technician";2;5309.0;"No"
531;100560;38;"Male";"Research & Development";"Research Scientist";1;3057.0;"No"
532;100561;34;"f";"Research & Development";"Manufacturing Director";2;5121.0;"No"
533;100562;52;"male";"Sales";"Manager";4;16856.0;"No"
534;100563;33;"Male";"Research & Development";"Research Scientist";1;2686.0;"Yes"
535;100564;25;"f";"Sales";"Sales Executive";2;6180.0;"No"
536;100565;45;"M";"Sales";"Sales Representative";2;6632.0;"No"
537;100567;47;"Female";"Sales";"Sales Executive";2;62577.0;"Yes"
538;100568;34;"Male";"Sales";"Sales Executive";2;6274.0;"No"
539;100569;55;"M";"Research & Development";"Manager";5;19859.0;"Yes"
540;100570;36;"Male";"Sales";"Sales Executive";3;7587.0;"No"
541;100571;52;"M";"Research & Development";"Research Scientist";1;4258.0;"No"
542;100572;26;"Female";"Research & Development";"Laboratory Technician";1;4364.0;"No"
543;100574;26;"Male";"Sales";"Sales Executive";2;5326.0;"Yes"
544;100575;34;"FEMALE";"Research & Development";"Research Scientist";1;3280.0;"No"
545;100576;54;"Female";"Research & Development";"Manufacturing Director";2;5485.0;"No"
546;100577;27;"Male";"Sales";"Sales Executive";2;4342.0;"No"
547;100578;37;"FEMALE";"Research & Development";"Research Scientist";1;2782.0;"No"
548;100579;38;"Female";"Research & Development";"Manufacturing Director";2;5980.0;"No"
549;100580;34;"FEMALE";"Research & Development";"Research Scientist";1;4381.0;"No"
550;100581;35;"Female";"Sales";"Sales Representative";1;2572.0;"No"
551;100582;30;"M";"Research & Development";"Laboratory Technician";1;3833.0;"No"
552;100584;34;"Female";"Sales";"Sales Executive";2;6500.0;"No"
553;100585;42;"Male";"Research & Development";"Manager";5;18430.0;"No"
554;100586;23;"Male";"Research & Development";"Laboratory Technician";1;1601.0;"Yes"
555;100587;24;"M";"Research & Development";"Laboratory Technician";1;2694.0;"No"
556;100588;52;"Female";"Research & Development";"Laboratory Technician";2;3149.0;"No"
557;100589;50;"M";"Research & Development";"Research Director";4;17639.0;"No"
558;100590;29;"FEMALE";"Research & Development";"Laboratory Technician";1;2319.0;"Yes"
559;100591;33;"M";"Research & Development";"Research Director";3;11691.0;"No"
560;100592;33;"f";"Sales";"Sales Executive";2;5324.0;"Yes"
561;100593;47;"FEMALE";"Research & Development";"Manager";4;16752.0;"No"
562;100594;36;"f";"Research & Development";"Manufacturing Director";2;5228.0;"No"
563;100595;29;"Male";"Research & Development";"Research Scientist";1;2700.0;"No"
564;100596;58;"Male";"Research & Development";"Research Director";5;19246.0;"Yes"
565;100597;35;"f";"Research & Development";"Research Scientist";1;2506.0;"No"
566;100598;42;"Female";"Research & Development";"Manufacturing Director";2;71248.0;"No"
567;100599;28;"M";"Research & Development";"Research Scientist";1;4382.0;"Yes"
568;100600;36;"Male";"Human Resources";"Human Resources";1;2143.0;"No"
569;100601;32;"Female";"Research & Development";"Manufacturing Director";2;6162.0;"No"
570;100602;40;"M";"Research & Development";"Laboratory Technician";2;5094.0;"No"
571;100603;30;"Female";"Research & Development";"Manufacturing Director";2;6877.0;"No"
572;100604;45;"f";"Research & Development";"Research Scientist";1;2274.0;"No"
573;100605;42;"Male";"Research & Development";"Manufacturing Director";2;4434.0;"No"
574;100606;38;"Male";"Research & Development";"Healthcare Representative";2;6288.0;"No"
575;100607;34;"FEMALE";"Research & Development";"Research Scientist";1;2553.0;"No"
576;100608;49;"FEMALE";"Sales";"Sales Executive";3;7654.0;"Yes"
577;100609;55;"M";"Sales";"Sales Executive";2;5160.0;"Yes"
578;100610;43;"male";"Research & Development";"Research Director";4;17159.0;"No"
579;100611;27;"M";"Research & Development";"Research Director";3;12808.0;"No"
580;100612;35;"male";"Research & Development";"Manufacturing Director";3;52514.0;"No"
581;100613;28;"Female";"Sales";"Sales Executive";2;4779.0;"No"
582;100614;34;"M";"Human Resources";"Human Resources";1;3737.0;"No"
583;100615;26;"f";"Research & Development";"Research Scientist";1;2366.0;"Yes"
584;100616;27;"Male";"Research & Development";"Research Scientist";1;1706.0;"No"
585;100617;51;"f";"Sales";"Manager";4;16307.0;"No"
586;100618;44;"M";"Research & Development";"Healthcare Representative";2;53969.0;"No"
587;100619;25;"male";"Research & Development";"Research Scientist";1;3424.0;"No"
588;100620;33;"M";"Sales";"Sales Executive";2;4037.0;"No"
589;100621;35;"Female";"Research & Development";"Research Scientist";1;2559.0;"No"
